Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,,,2013/14,232.46419940241,228.687754852045,236.287372600578,226.531713395181,238.504755017191,14439,6211279,,,Not compared,Not compared,20130000,,,1y
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third less deprived decile (IMD2019),2013/14,209.5,199.5,220.4,193.8,226.6,1570,749395,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second least deprived decile (IMD2019),2013/14,181.72,173.2,190.8,168.3,196.1,1650,907997,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Least deprived decile (IMD2019),2013/14,139.37,129,150,123.4,156.3,690,495099,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Most deprived decile (IMD2019),2013/14,351.16,339.4,363,332.8,370,3410,971072,,,Worse,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second most deprived decile (IMD2019),2013/14,244.01,233.7,254.4,228,260.5,2165,887271,,,Worse,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third more deprived decile (IMD2019),2013/14,269.43,258.2,281.2,251.9,288.1,2135,792405,,,Worse,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth more deprived decile (IMD2019),2013/14,214.72,202.6,226.6,196.1,233.8,1250,582157,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth more deprived decile (IMD2019),2013/14,211.89,199.7,225.5,192.7,233.3,1055,497910,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth less deprived decile (IMD2019),2013/14,206.33,195,218.2,188.7,225.1,1235,598561,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth less deprived decile (IMD2019),2013/14,198.54,186.2,210.7,179.6,218,1030,518777,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third less deprived decile (IMD2019),2013/14,167.3,156.3,179.7,150.1,186.8,805,481171,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second least deprived decile (IMD2019),2013/14,171.59,159.4,184.9,152.6,192.7,710,413781,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Least deprived decile (IMD2019),2013/14,131.89,121.9,142.5,116.4,148.8,640,485269,,,Better,Not compared,20130000,,,1y"
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,,,2013/14,161.097028172206,157.879035898352,164.364105370886,156.046102411244,166.261449414645,9532,5916931,,,Similar,Not compared,20130000,,,1y
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Most deprived decile (IMD2019),2013/14,260.2,247.7,273.5,240.7,281.2,1590,611058,,,Worse,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second most deprived decile (IMD2019),2013/14,187.18,173.4,200.7,166,209.1,730,389993,,,Worse,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third more deprived decile (IMD2019),2013/14,168.92,157.3,180.3,151.1,187.2,845,500246,,,Similar,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth more deprived decile (IMD2019),2013/14,159.2,147.9,170.7,141.8,177.6,765,480533,,,Similar,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth more deprived decile (IMD2019),2013/14,207.19,195.8,219.5,189.3,226.6,1195,576772,,,Worse,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth less deprived decile (IMD2019),2013/14,144.08,133.9,154.8,128.3,161.2,740,513614,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth less deprived decile (IMD2019),2013/14,131.13,123.5,139.4,119.2,144.1,1070,815989,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third less deprived decile (IMD2019),2013/14,150.12,141.4,159.6,136.4,165,1065,709435,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second least deprived decile (IMD2019),2013/14,121.03,113.9,128.7,109.9,133.2,1040,859291,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Least deprived decile (IMD2019),2013/14,103.96,94.8,113.4,89.8,119.1,490,471356,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Most deprived decile (IMD2019),2013/14,238.25,228.6,248.6,223.1,254.6,2210,927584,,,Worse,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second most deprived decile (IMD2019),2013/14,172.22,163.4,181.2,158.5,186.5,1460,847741,,,Worse,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third more deprived decile (IMD2019),2013/14,173.65,164.4,183.3,159.2,189,1315,757252,,,Worse,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth more deprived decile (IMD2019),2013/14,152.5,142,162.8,136.5,169,845,554098,,,Similar,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth more deprived decile (IMD2019),2013/14,157.49,146.6,169.4,140.5,176.4,745,473047,,,Similar,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth less deprived decile (IMD2019),2013/14,152.04,141.7,162.2,136.2,168.3,865,568938,,,Similar,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth less deprived decile (IMD2019),2013/14,137.57,127.6,148.6,122,154.9,675,490668,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third less deprived decile (IMD2019),2013/14,124.9,114.9,135.6,109.4,141.9,570,456378,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second least deprived decile (IMD2019),2013/14,112.93,102.2,123.4,96.6,129.9,445,394057,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Least deprived decile (IMD2019),2013/14,87.24,79.3,96.7,74.8,102,400,458524,,,Better,Not compared,20130000,,,1y"
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,,,2013/14,197.646643651454,195.152420251059,200.164783414091,193.725205961611,201.623403961916,23971,12128210,,,Similar,Not compared,20130000,,,1y
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Most deprived decile (IMD2019),2013/14,324.25,314.2,334.2,308.6,340.1,4055,1250579,,,Worse,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second most deprived decile (IMD2019),2013/14,231.83,221.6,242.9,215.8,249.2,1850,797984,,,Worse,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third more deprived decile (IMD2019),2013/14,202.35,193.8,211.4,189,216.6,2070,1022985,,,Similar,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth more deprived decile (IMD2019),2013/14,199.53,190.6,208.3,185.7,213.6,1965,984800,,,Similar,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth more deprived decile (IMD2019),2013/14,263.69,254.5,273.1,249.3,278.6,3115,1181325,,,Worse,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth less deprived decile (IMD2019),2013/14,170.48,162.9,178.8,158.5,183.5,1795,1052895,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth less deprived decile (IMD2019),2013/14,155.66,149.7,161.8,146.4,165.3,2605,1673520,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third less deprived decile (IMD2019),2013/14,180.97,174,187.9,170.1,192,2640,1458830,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second least deprived decile (IMD2019),2013/14,152.21,146.6,158.2,143.4,161.6,2690,1767288,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Least deprived decile (IMD2019),2013/14,122.1,115,129.1,111.2,133.3,1180,966455,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Most deprived decile (IMD2019),2013/14,296,288.4,303.9,284,308.5,5620,1898656,,,Worse,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second most deprived decile (IMD2019),2013/14,208.93,202.1,215.7,198.3,219.8,3625,1735012,,,Worse,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third more deprived decile (IMD2019),2013/14,222.63,215.3,230.3,211.2,234.7,3450,1549657,,,Worse,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth more deprived decile (IMD2019),2013/14,183.94,176.2,192.1,171.8,196.8,2090,1136255,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth more deprived decile (IMD2019),2013/14,185.9,177.2,194.5,172.5,199.6,1805,970957,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth less deprived decile (IMD2019),2013/14,179.87,172.1,187.6,167.8,192.2,2100,1167499,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth less deprived decile (IMD2019),2013/14,168.9,160.9,177,156.4,181.8,1705,1009445,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third less deprived decile (IMD2019),2013/14,146.66,139.2,154.8,134.9,159.5,1375,937549,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second least deprived decile (IMD2019),2013/14,142.97,134.7,151.3,130.2,156.3,1155,807838,,,Better,Not compared,20130000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Least deprived decile (IMD2019),2013/14,110.19,103.8,117.3,100.1,121.4,1040,943793,,,Better,Not compared,20130000,,,1y"
